# y_px x_px signal noise
2.100000000000000000e+01 3.100000000000000000e+01 7.473438739776611328e+00 2.451095581054687500e+00
2.100000000000000000e+01 3.200000000000000000e+01 7.016080856323242188e+00 2.430959939956665039e+00
2.100000000000000000e+01 3.300000000000000000e+01 6.384911060333251953e+00 2.353293418884277344e+00
2.100000000000000000e+01 3.400000000000000000e+01 5.608266830444335938e+00 2.353963613510131836e+00
2.100000000000000000e+01 3.500000000000000000e+01 4.810783863067626953e+00 2.425262212753295898e+00
2.100000000000000000e+01 3.600000000000000000e+01 3.758156538009643555e+00 2.414561271667480469e+00
2.100000000000000000e+01 3.700000000000000000e+01 3.595638751983642578e+00 2.260865211486816406e+00
2.100000000000000000e+01 3.800000000000000000e+01 2.856513500213623047e+00 2.230427265167236328e+00
2.100000000000000000e+01 3.900000000000000000e+01 2.496220111846923828e+00 2.339427471160888672e+00
2.200000000000000000e+01 2.000000000000000000e+01 2.605224847793579102e+00 2.334790468215942383e+00
2.200000000000000000e+01 2.100000000000000000e+01 3.206646919250488281e+00 2.329628467559814453e+00
2.200000000000000000e+01 2.200000000000000000e+01 3.808975934982299805e+00 2.358565330505371094e+00
2.200000000000000000e+01 2.300000000000000000e+01 4.623836994171142578e+00 2.305552005767822266e+00
2.200000000000000000e+01 2.400000000000000000e+01 5.592100620269775391e+00 2.330156564712524414e+00
2.200000000000000000e+01 2.500000000000000000e+01 6.573508739471435547e+00 2.346583843231201172e+00
2.200000000000000000e+01 2.600000000000000000e+01 7.662421226501464844e+00 2.375712633132934570e+00
2.200000000000000000e+01 2.700000000000000000e+01 8.574818611145019531e+00 2.412917137145996094e+00
2.200000000000000000e+01 2.800000000000000000e+01 9.406010627746582031e+00 2.484469413757324219e+00
2.200000000000000000e+01 2.900000000000000000e+01 9.992837905883789062e+00 2.432853937149047852e+00
2.200000000000000000e+01 3.000000000000000000e+01 1.007046318054199219e+01 2.448341608047485352e+00
2.200000000000000000e+01 3.100000000000000000e+01 9.524671554565429688e+00 2.526713132858276367e+00
2.200000000000000000e+01 3.200000000000000000e+01 8.671257019042968750e+00 2.488363504409790039e+00
2.200000000000000000e+01 3.300000000000000000e+01 7.735152721405029297e+00 2.406770467758178711e+00
2.200000000000000000e+01 3.400000000000000000e+01 6.731217861175537109e+00 2.410493850708007812e+00
2.200000000000000000e+01 3.500000000000000000e+01 5.618606567382812500e+00 2.496086835861206055e+00
2.200000000000000000e+01 3.600000000000000000e+01 4.779420375823974609e+00 2.436192274093627930e+00
2.200000000000000000e+01 3.700000000000000000e+01 4.005715847015380859e+00 2.303189754486083984e+00
2.200000000000000000e+01 3.800000000000000000e+01 3.351666688919067383e+00 2.291561603546142578e+00
2.200000000000000000e+01 3.900000000000000000e+01 2.714182853698730469e+00 2.391759395599365234e+00
2.300000000000000000e+01 1.900000000000000000e+01 2.482595443725585938e+00 2.250527381896972656e+00
2.300000000000000000e+01 2.000000000000000000e+01 2.835876226425170898e+00 2.306006193161010742e+00
2.300000000000000000e+01 2.100000000000000000e+01 3.625504016876220703e+00 2.305548906326293945e+00
2.300000000000000000e+01 2.200000000000000000e+01 4.447823047637939453e+00 2.343641042709350586e+00
2.300000000000000000e+01 2.300000000000000000e+01 5.456603527069091797e+00 2.291329145431518555e+00
2.300000000000000000e+01 2.400000000000000000e+01 6.674383163452148438e+00 2.317154169082641602e+00
2.300000000000000000e+01 2.500000000000000000e+01 7.948208808898925781e+00 2.339498043060302734e+00
2.300000000000000000e+01 2.600000000000000000e+01 9.520251274108886719e+00 2.379617452621459961e+00
2.300000000000000000e+01 2.700000000000000000e+01 1.091193199157714844e+01 2.434981107711791992e+00
2.300000000000000000e+01 2.800000000000000000e+01 1.217857933044433594e+01 2.507611989974975586e+00
2.300000000000000000e+01 2.900000000000000000e+01 1.294942760467529297e+01 2.470596075057983398e+00
2.300000000000000000e+01 3.000000000000000000e+01 1.290664196014404297e+01 2.477439641952514648e+00
2.300000000000000000e+01 3.100000000000000000e+01 1.226952838897705078e+01 2.545056819915771484e+00
2.300000000000000000e+01 3.200000000000000000e+01 1.100176143646240234e+01 2.498947620391845703e+00
2.300000000000000000e+01 3.300000000000000000e+01 9.693661689758300781e+00 2.409943103790283203e+00
2.300000000000000000e+01 3.400000000000000000e+01 8.180872917175292969e+00 2.413514614105224609e+00
2.300000000000000000e+01 3.500000000000000000e+01 6.710551738739013672e+00 2.505869626998901367e+00
2.300000000000000000e+01 3.600000000000000000e+01 5.293089389801025391e+00 2.414980888366699219e+00
2.300000000000000000e+01 3.700000000000000000e+01 4.471252918243408203e+00 2.260404348373413086e+00
2.300000000000000000e+01 3.800000000000000000e+01 3.738510847091674805e+00 2.247415304183959961e+00
2.300000000000000000e+01 3.900000000000000000e+01 3.091865301132202148e+00 2.351069688796997070e+00
2.300000000000000000e+01 4.000000000000000000e+01 2.347197294235229492e+00 2.280092000961303711e+00
2.400000000000000000e+01 1.900000000000000000e+01 2.679091215133666992e+00 2.257413625717163086e+00
2.400000000000000000e+01 2.000000000000000000e+01 3.324558496475219727e+00 2.322093725204467773e+00
2.400000000000000000e+01 2.100000000000000000e+01 4.080282688140869141e+00 2.314349174499511719e+00
2.400000000000000000e+01 2.200000000000000000e+01 5.100861549377441406e+00 2.353047609329223633e+00
2.400000000000000000e+01 2.300000000000000000e+01 6.314902782440185547e+00 2.297425508499145508e+00
2.400000000000000000e+01 2.400000000000000000e+01 7.849151134490966797e+00 2.326776742935180664e+00
2.400000000000000000e+01 2.500000000000000000e+01 9.685017585754394531e+00 2.358383655548095703e+00
2.400000000000000000e+01 2.600000000000000000e+01 1.175085353851318359e+01 2.408217191696166992e+00
2.400000000000000000e+01 2.700000000000000000e+01 1.384593296051025391e+01 2.467831373214721680e+00
2.400000000000000000e+01 2.800000000000000000e+01 1.573043537139892578e+01 2.564453840255737305e+00
2.400000000000000000e+01 2.900000000000000000e+01 1.720485496520996094e+01 2.519112110137939453e+00
2.400000000000000000e+01 3.000000000000000000e+01 1.727078628540039062e+01 2.532980442047119141e+00
2.400000000000000000e+01 3.100000000000000000e+01 1.609492874145507812e+01 2.585388660430908203e+00
2.400000000000000000e+01 3.200000000000000000e+01 1.414695167541503906e+01 2.525205373764038086e+00
2.400000000000000000e+01 3.300000000000000000e+01 1.188875007629394531e+01 2.422366857528686523e+00
2.400000000000000000e+01 3.400000000000000000e+01 9.825809478759765625e+00 2.409709692001342773e+00
2.400000000000000000e+01 3.500000000000000000e+01 7.789552211761474609e+00 2.464441776275634766e+00
2.400000000000000000e+01 3.600000000000000000e+01 5.937562942504882812e+00 2.414261579513549805e+00
2.400000000000000000e+01 3.700000000000000000e+01 4.905354976654052734e+00 2.255615472793579102e+00
2.400000000000000000e+01 3.800000000000000000e+01 3.975175142288208008e+00 2.243093013763427734e+00
2.400000000000000000e+01 3.900000000000000000e+01 3.219492912292480469e+00 2.342253208160400391e+00
2.400000000000000000e+01 4.000000000000000000e+01 2.646821975708007812e+00 2.273272991180419922e+00
2.500000000000000000e+01 1.900000000000000000e+01 2.806587934494018555e+00 2.341578483581542969e+00
2.500000000000000000e+01 2.000000000000000000e+01 3.539031982421875000e+00 2.398396730422973633e+00
2.500000000000000000e+01 2.100000000000000000e+01 4.519387245178222656e+00 2.405576467514038086e+00
2.500000000000000000e+01 2.200000000000000000e+01 5.685039997100830078e+00 2.445910692214965820e+00
2.500000000000000000e+01 2.300000000000000000e+01 7.231937408447265625e+00 2.403456926345825195e+00
2.500000000000000000e+01 2.400000000000000000e+01 9.267332077026367188e+00 2.441966056823730469e+00
2.500000000000000000e+01 2.500000000000000000e+01 1.175886154174804688e+01 2.493022203445434570e+00
2.500000000000000000e+01 2.600000000000000000e+01 1.472762107849121094e+01 2.559112071990966797e+00
2.500000000000000000e+01 2.700000000000000000e+01 1.790956306457519531e+01 2.626455068588256836e+00
2.500000000000000000e+01 2.800000000000000000e+01 2.116887855529785156e+01 2.745416879653930664e+00
2.500000000000000000e+01 2.900000000000000000e+01 2.334900474548339844e+01 2.713839054107666016e+00
2.500000000000000000e+01 3.000000000000000000e+01 2.347840118408203125e+01 2.729341030120849609e+00
2.500000000000000000e+01 3.100000000000000000e+01 2.139048767089843750e+01 2.761120557785034180e+00
2.500000000000000000e+01 3.200000000000000000e+01 1.832365226745605469e+01 2.687077999114990234e+00
2.500000000000000000e+01 3.300000000000000000e+01 1.482564449310302734e+01 2.564238548278808594e+00
2.500000000000000000e+01 3.400000000000000000e+01 1.163907337188720703e+01 2.531418800354003906e+00
2.500000000000000000e+01 3.500000000000000000e+01 9.053087234497070312e+00 2.582340478897094727e+00
2.500000000000000000e+01 3.600000000000000000e+01 6.830695629119873047e+00 2.515385627746582031e+00
2.500000000000000000e+01 3.700000000000000000e+01 5.440647602081298828e+00 2.341667652130126953e+00
2.500000000000000000e+01 3.800000000000000000e+01 4.289474487304687500e+00 2.329003572463989258e+00
2.500000000000000000e+01 3.900000000000000000e+01 3.475943326950073242e+00 2.421494722366333008e+00
2.500000000000000000e+01 4.000000000000000000e+01 2.749080181121826172e+00 2.349341392517089844e+00
2.600000000000000000e+01 1.800000000000000000e+01 2.368554592132568359e+00 2.210426568984985352e+00
2.600000000000000000e+01 1.900000000000000000e+01 3.037942171096801758e+00 2.231579542160034180e+00
2.600000000000000000e+01 2.000000000000000000e+01 3.815939426422119141e+00 2.299685001373291016e+00
2.600000000000000000e+01 2.100000000000000000e+01 4.967303276062011719e+00 2.299443483352661133e+00
2.600000000000000000e+01 2.200000000000000000e+01 6.303071498870849609e+00 2.340798854827880859e+00
2.600000000000000000e+01 2.300000000000000000e+01 8.113180160522460938e+00 2.295120239257812500e+00
2.600000000000000000e+01 2.400000000000000000e+01 1.058347988128662109e+01 2.340888261795043945e+00
2.600000000000000000e+01 2.500000000000000000e+01 1.378070831298828125e+01 2.402266263961791992e+00
2.600000000000000000e+01 2.600000000000000000e+01 1.820964431762695312e+01 2.489619493484497070e+00
2.600000000000000000e+01 2.700000000000000000e+01 2.318555831909179688e+01 2.588316917419433594e+00
2.600000000000000000e+01 2.800000000000000000e+01 2.835589981079101562e+01 2.710836172103881836e+00
2.600000000000000000e+01 2.900000000000000000e+01 3.193994903564453125e+01 2.719089031219482422e+00
2.600000000000000000e+01 3.000000000000000000e+01 3.209943771362304688e+01 2.767041921615600586e+00
2.600000000000000000e+01 3.100000000000000000e+01 2.865962028503417969e+01 2.745666742324829102e+00
2.600000000000000000e+01 3.200000000000000000e+01 2.321829414367675781e+01 2.636599302291870117e+00
2.600000000000000000e+01 3.300000000000000000e+01 1.814821434020996094e+01 2.501510143280029297e+00
2.600000000000000000e+01 3.400000000000000000e+01 1.368593502044677734e+01 2.451458692550659180e+00
2.600000000000000000e+01 3.500000000000000000e+01 1.051641750335693359e+01 2.493117570877075195e+00
2.600000000000000000e+01 3.600000000000000000e+01 7.749793529510498047e+00 2.419850111007690430e+00
2.600000000000000000e+01 3.700000000000000000e+01 5.980916976928710938e+00 2.268279790878295898e+00
2.600000000000000000e+01 3.800000000000000000e+01 4.728581905364990234e+00 2.261336565017700195e+00
2.600000000000000000e+01 3.900000000000000000e+01 3.688119173049926758e+00 2.350608825683593750e+00
2.600000000000000000e+01 4.000000000000000000e+01 2.923660993576049805e+00 2.282389879226684570e+00
2.600000000000000000e+01 4.100000000000000000e+01 2.414683103561401367e+00 2.333850145339965820e+00
2.700000000000000000e+01 1.800000000000000000e+01 2.653653860092163086e+00 2.331644296646118164e+00
2.700000000000000000e+01 1.900000000000000000e+01 3.378711462020874023e+00 2.353183984756469727e+00
2.700000000000000000e+01 2.000000000000000000e+01 4.151191234588623047e+00 2.409098148345947266e+00
2.700000000000000000e+01 2.100000000000000000e+01 5.307298183441162109e+00 2.411037445068359375e+00
2.700000000000000000e+01 2.200000000000000000e+01 6.996858596801757812e+00 2.455622911453247070e+00
2.700000000000000000e+01 2.300000000000000000e+01 9.045104980468750000e+00 2.419883012771606445e+00
2.700000000000000000e+01 2.400000000000000000e+01 1.196482658386230469e+01 2.474775314331054688e+00
2.700000000000000000e+01 2.500000000000000000e+01 1.617703437805175781e+01 2.560121297836303711e+00
2.700000000000000000e+01 2.600000000000000000e+01 2.199094200134277344e+01 2.675318956375122070e+00
2.700000000000000000e+01 2.700000000000000000e+01 2.916474342346191406e+01 2.798320770263671875e+00
2.700000000000000000e+01 2.800000000000000000e+01 3.712772750854492188e+01 2.984926462173461914e+00
2.700000000000000000e+01 2.900000000000000000e+01 4.317238616943359375e+01 3.041654586791992188e+00
2.700000000000000000e+01 3.000000000000000000e+01 4.318126296997070312e+01 3.058370351791381836e+00
2.700000000000000000e+01 3.100000000000000000e+01 3.671857452392578125e+01 3.004368066787719727e+00
2.700000000000000000e+01 3.200000000000000000e+01 2.862903213500976562e+01 2.832113981246948242e+00
2.700000000000000000e+01 3.300000000000000000e+01 2.126646041870117188e+01 2.662650346755981445e+00
2.700000000000000000e+01 3.400000000000000000e+01 1.544730949401855469e+01 2.580016374588012695e+00
2.700000000000000000e+01 3.500000000000000000e+01 1.158750438690185547e+01 2.591190576553344727e+00
2.700000000000000000e+01 3.600000000000000000e+01 8.528847694396972656e+00 2.535483360290527344e+00
2.700000000000000000e+01 3.700000000000000000e+01 6.523614406585693359e+00 2.350650072097778320e+00
2.700000000000000000e+01 3.800000000000000000e+01 4.925730228424072266e+00 2.329631328582763672e+00
2.700000000000000000e+01 3.900000000000000000e+01 3.816025733947753906e+00 2.408607721328735352e+00
2.700000000000000000e+01 4.000000000000000000e+01 3.102569341659545898e+00 2.344567537307739258e+00
2.700000000000000000e+01 4.100000000000000000e+01 2.448845148086547852e+00 2.386110544204711914e+00
2.800000000000000000e+01 1.800000000000000000e+01 2.802637577056884766e+00 2.279296636581420898e+00
2.800000000000000000e+01 1.900000000000000000e+01 3.372265815734863281e+00 2.298529624938964844e+00
2.800000000000000000e+01 2.000000000000000000e+01 4.350893497467041016e+00 2.373812913894653320e+00
2.800000000000000000e+01 2.100000000000000000e+01 5.535774230957031250e+00 2.368530511856079102e+00
2.800000000000000000e+01 2.200000000000000000e+01 7.342671394348144531e+00 2.413240432739257812e+00
2.800000000000000000e+01 2.300000000000000000e+01 9.813157081604003906e+00 2.389596939086914062e+00
2.800000000000000000e+01 2.400000000000000000e+01 1.304258918762207031e+01 2.447194337844848633e+00
2.800000000000000000e+01 2.500000000000000000e+01 1.802207756042480469e+01 2.550073623657226562e+00
2.800000000000000000e+01 2.600000000000000000e+01 2.520234298706054688e+01 2.674275875091552734e+00
2.800000000000000000e+01 2.700000000000000000e+01 3.472750473022460938e+01 2.832273483276367188e+00
2.800000000000000000e+01 2.800000000000000000e+01 4.586196899414062500e+01 3.052630662918090820e+00
2.800000000000000000e+01 2.900000000000000000e+01 5.410549545288085938e+01 3.100372791290283203e+00
2.800000000000000000e+01 3.000000000000000000e+01 5.354002380371093750e+01 3.124992847442626953e+00
2.800000000000000000e+01 3.100000000000000000e+01 4.485560989379882812e+01 3.079624414443969727e+00
2.800000000000000000e+01 3.200000000000000000e+01 3.323131179809570312e+01 2.864967584609985352e+00
2.800000000000000000e+01 3.300000000000000000e+01 2.379104042053222656e+01 2.675817012786865234e+00
2.800000000000000000e+01 3.400000000000000000e+01 1.680132865905761719e+01 2.579200983047485352e+00
2.800000000000000000e+01 3.500000000000000000e+01 1.224202442169189453e+01 2.609632730484008789e+00
2.800000000000000000e+01 3.600000000000000000e+01 8.678813934326171875e+00 2.644091367721557617e+00
2.800000000000000000e+01 3.700000000000000000e+01 6.570169925689697266e+00 2.410660266876220703e+00
2.800000000000000000e+01 3.800000000000000000e+01 5.039946556091308594e+00 2.404901742935180664e+00
2.800000000000000000e+01 3.900000000000000000e+01 4.019819736480712891e+00 2.479396581649780273e+00
2.800000000000000000e+01 4.000000000000000000e+01 3.003613710403442383e+00 2.403532028198242188e+00
2.800000000000000000e+01 4.100000000000000000e+01 2.465251445770263672e+00 2.454214334487915039e+00
2.900000000000000000e+01 1.700000000000000000e+01 2.384613752365112305e+00 2.268899679183959961e+00
2.900000000000000000e+01 1.800000000000000000e+01 2.951557159423828125e+00 2.271487474441528320e+00
2.900000000000000000e+01 1.900000000000000000e+01 3.607951164245605469e+00 2.297940731048583984e+00
2.900000000000000000e+01 2.000000000000000000e+01 4.484991073608398438e+00 2.370002269744873047e+00
2.900000000000000000e+01 2.100000000000000000e+01 5.792057991027832031e+00 2.344185829162597656e+00
2.900000000000000000e+01 2.200000000000000000e+01 7.630109786987304688e+00 2.384469032287597656e+00
2.900000000000000000e+01 2.300000000000000000e+01 1.020894527435302734e+01 2.364524364471435547e+00
2.900000000000000000e+01 2.400000000000000000e+01 1.371988010406494141e+01 2.436688661575317383e+00
2.900000000000000000e+01 2.500000000000000000e+01 1.907464981079101562e+01 2.551853418350219727e+00
2.900000000000000000e+01 2.600000000000000000e+01 2.679078674316406250e+01 2.688400030136108398e+00
2.900000000000000000e+01 2.700000000000000000e+01 3.753918075561523438e+01 2.864506721496582031e+00
2.900000000000000000e+01 2.800000000000000000e+01 5.023654174804687500e+01 3.116680622100830078e+00
2.900000000000000000e+01 2.900000000000000000e+01 5.891144180297851562e+01 3.187854528427124023e+00
2.900000000000000000e+01 3.000000000000000000e+01 5.752544021606445312e+01 3.191545724868774414e+00
2.900000000000000000e+01 3.100000000000000000e+01 4.729196929931640625e+01 3.103530168533325195e+00
2.900000000000000000e+01 3.200000000000000000e+01 3.443067932128906250e+01 2.863536834716796875e+00
2.900000000000000000e+01 3.300000000000000000e+01 2.410158920288085938e+01 2.651718854904174805e+00
2.900000000000000000e+01 3.400000000000000000e+01 1.710547256469726562e+01 2.553137063980102539e+00
2.900000000000000000e+01 3.500000000000000000e+01 1.212614822387695312e+01 2.573448896408081055e+00
2.900000000000000000e+01 3.600000000000000000e+01 8.804321289062500000e+00 2.474801540374755859e+00
2.900000000000000000e+01 3.700000000000000000e+01 6.662635803222656250e+00 2.292487859725952148e+00
2.900000000000000000e+01 3.800000000000000000e+01 5.065876960754394531e+00 2.280484676361083984e+00
2.900000000000000000e+01 3.900000000000000000e+01 4.033256530761718750e+00 2.347949028015136719e+00
2.900000000000000000e+01 4.000000000000000000e+01 3.244510412216186523e+00 2.295737504959106445e+00
2.900000000000000000e+01 4.100000000000000000e+01 2.555564880371093750e+00 2.335823535919189453e+00
3.000000000000000000e+01 1.800000000000000000e+01 2.625025272369384766e+00 2.350576162338256836e+00
3.000000000000000000e+01 1.900000000000000000e+01 3.509006738662719727e+00 2.370348930358886719e+00
